Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-December-2020,2.13,2.13,2.13,2.13,2.129987129987129987,777,1,1655.00,777,100.00,0.00,0.00
24-December-2020,2.03,2.03,2.03,2.03,2.000000000000000000,2,2,4.00,2,100.00,0.00,0.00
2-December-2020,1.94,1.94,1.94,1.94,1.940000000000000000,900,2,1746.00,900,100.00,0.00,0.00
23-October-2020,1.85,1.85,1.85,1.85,1.000000000000000000,1,1,1.00,1,100.00,0.00,0.00
13-October-2020,1.94,1.94,1.94,1.94,1.000000000000000000,1,1,1.00,1,100.00,0.00,0.00
12-October-2020,1.94,1.94,1.94,1.94,1.940000000000000000,100,1,194.00,100,100.00,0.00,0.00
8-September-2020,2.03,2.03,2.03,2.03,2.029197080291970802,411,4,834.00,411,100.00,0.00,0.00
2-September-2020,1.94,1.94,1.94,1.94,1.000000000000000000,1,1,1.00,1,100.00,0.00,0.00
20-August-2020,1.94,1.94,1.94,1.94,1.939177101967799642,559,2,1084.00,559,100.00,0.00,0.00
17-August-2020,1.85,1.85,1.85,1.85,1.850000000000000000,300,2,555.00,300,100.00,0.00,0.00
14-August-2020,1.85,1.85,1.85,1.85,1.849537037037037037,864,4,1598.00,864,100.00,0.00,0.00
12-August-2020,1.85,1.85,1.85,1.85,1.850000000000000000,100,1,185.00,100,100.00,0.00,0.00
7-August-2020,1.80,1.80,1.80,1.80,1.800000000000000000,200,1,360.00,200,100.00,0.00,0.00
1-July-2020,1.87,1.87,1.87,1.87,1.867741935483870967,310,1,579.00,310,100.00,0.00,0.00
15-April-2020,1.87,1.87,1.87,1.87,1.840000000000000000,25,2,46.00,25,100.00,0.00,0.00
8-April-2020,1.96,1.96,1.96,1.96,1.800000000000000000,5,1,9.00,5,100.00,0.00,0.00
3-April-2020,2.06,2.06,2.06,2.06,2.000000000000000000,5,1,10.00,5,100.00,0.00,0.00
1-April-2020,2.16,2.16,2.16,2.16,2.160000000000000000,25,2,54.00,25,100.00,0.00,0.00
30-March-2020,2.27,2.27,2.27,2.27,2.270000000000000000,1100,2,2497.00,1100,100.00,0.00,0.00
9-March-2020,2.39,2.39,2.38,2.38,2.381252627154266498,2379,6,5665.00,2379,100.00,0.01,-0.01
2-March-2020,2.50,2.50,2.50,2.50,2.480000000000000000,25,2,62.00,25,100.00,0.00,0.00
25-February-2020,2.63,2.63,2.63,2.63,2.620000000000000000,50,2,131.00,50,100.00,0.00,0.00
18-February-2020,2.76,2.76,2.76,2.76,2.759656652360515021,699,5,1929.00,699,100.00,0.00,0.00
17-February-2020,2.90,2.90,2.90,2.90,2.900000000000000000,500,2,1450.00,500,100.00,0.00,0.00
17-January-2020,3.05,3.05,3.05,3.05,3.049315068493150684,730,4,2226.00,730,100.00,0.00,0.00
16-January-2020,3.05,3.05,3.05,3.05,3.000000000000000000,10,1,30.00,10,100.00,0.00,0.00
14-January-2020,3.11,3.11,3.11,3.11,3.110000000000000000,500,2,1555.00,500,100.00,0.00,0.00
13-January-2020,2.99,3.11,2.99,3.11,3.109595959595959595,3960,9,12314.00,3960,100.00,0.12,0.12
20-December-2019,3.05,3.05,3.05,3.05,3.050000000000000000,600,3,1830.00,600,100.00,0.00,0.00
4-December-2019,3.11,3.11,3.11,3.11,3.110000000000000000,200,2,622.00,200,100.00,0.00,0.00
3-December-2019,3.17,3.17,3.17,3.17,3.169743589743589743,1950,5,6181.00,1950,100.00,0.00,0.00
2-December-2019,3.23,3.23,3.23,3.23,3.220000000000000000,50,1,161.00,50,100.00,0.00,0.00
29-November-2019,3.40,3.40,3.40,3.40,3.400000000000000000,50,1,170.00,50,100.00,0.00,0.00
28-November-2019,3.60,3.60,3.57,3.57,3.586666666666666666,150,2,538.00,150,100.00,0.03,-0.03
27-November-2019,3.90,3.90,3.75,3.75,3.868000000000000000,250,3,967.00,250,100.00,0.15,-0.15
26-November-2019,3.94,3.94,3.94,3.94,3.940000000000000000,50,26,197.00,50,100.00,0.00,0.00
25-November-2019,4.14,4.14,4.14,4.14,4.140000000000000000,50,1,207.00,50,100.00,0.00,0.00
22-November-2019,4.35,4.35,4.35,4.35,4.340000000000000000,50,1,217.00,50,100.00,0.00,0.00
21-November-2019,4.57,4.57,4.57,4.57,4.567164179104477611,201,3,918.00,201,100.00,0.00,0.00
20-November-2019,4.81,4.81,4.81,4.81,4.800000000000000000,50,1,240.00,50,100.00,0.00,0.00
19-November-2019,5.06,5.06,5.06,5.06,5.060000000000000000,50,1,253.00,50,100.00,0.00,0.00
18-November-2019,5.32,5.32,5.32,5.32,5.320000000000000000,100,1,532.00,100,100.00,0.00,0.00
13-November-2019,5.60,5.60,5.60,5.60,5.600000000000000000,100,1,560.00,100,100.00,0.00,0.00
6-November-2019,5.89,5.89,5.89,5.89,5.890000000000000000,100,1,589.00,100,100.00,0.00,0.00
1-November-2019,6.20,6.20,6.20,6.20,6.200000000000000000,100,1,620.00,100,100.00,0.00,0.00
31-October-2019,6.52,6.52,6.52,6.52,6.520000000000000000,600,2,3912.00,600,100.00,0.00,0.00
30-October-2019,6.86,6.86,6.86,6.86,6.860000000000000000,100,1,686.00,100,100.00,0.00,0.00
18-October-2019,7.22,7.22,7.22,7.22,7.220000000000000000,300,1,2166.00,300,100.00,0.00,0.00
30-September-2019,7.60,7.60,7.60,7.60,7.600000000000000000,400,4,3040.00,400,100.00,0.00,0.00
30-August-2019,7.99,7.99,7.99,7.99,7.000000000000000000,1,1,7.00,1,100.00,0.00,0.00
25-July-2019,7.69,7.69,7.69,7.69,7.686274509803921568,102,1,784.00,102,100.00,0.00,0.00
18-July-2019,7.84,7.84,7.84,7.84,7.839899413243922883,4772,13,37412.00,4772,100.00,0.00,0.00
16-July-2019,8.16,8.16,8.00,8.00,8.145401672119229371,2751,5,22408.00,2751,100.00,0.16,-0.16
15-July-2019,8.00,8.00,8.00,8.00,8.000000000000000000,4200,3,33600.00,4200,100.00,0.00,0.00
11-July-2019,7.70,8.00,7.70,8.00,7.907978840643597090,18148,17,143514.00,18148,100.00,0.30,0.30
10-July-2019,7.86,7.86,7.85,7.85,7.859330616277633691,8097,10,63637.00,8097,100.00,0.01,-0.01
9-July-2019,7.71,7.71,7.71,7.71,7.710000000000000000,300,1,2313.00,300,100.00,0.00,0.00
8-July-2019,7.56,7.56,7.56,7.56,7.500000000000000000,2,1,15.00,2,100.00,0.00,0.00
4-July-2019,7.42,7.42,7.42,7.42,7.000000000000000000,2,1,14.00,2,100.00,0.00,0.00
3-July-2019,7.07,7.07,7.07,7.07,7.070000000000000000,100,1,707.00,100,100.00,0.00,0.00
2-July-2019,6.74,6.74,6.74,6.74,6.500000000000000000,2,1,13.00,2,100.00,0.00,0.00
1-July-2019,6.42,6.42,6.42,6.42,6.420000000000000000,1000,1,6420.00,1000,100.00,0.00,0.00
28-June-2019,6.12,6.12,6.12,6.12,6.115384615384615384,182,1,1113.00,182,100.00,0.00,0.00
27-June-2019,5.83,5.83,5.83,5.83,5.820000000000000000,50,1,291.00,50,100.00,0.00,0.00
26-June-2019,5.56,5.56,5.56,5.56,5.560000000000000000,50,1,278.00,50,100.00,0.00,0.00
25-June-2019,5.30,5.30,5.30,5.30,5.300000000000000000,50,1,265.00,50,100.00,0.00,0.00
24-June-2019,5.05,5.05,5.05,5.05,5.049270072992700729,548,1,2767.00,548,100.00,0.00,0.00
21-June-2019,4.81,4.81,4.81,4.81,4.800000000000000000,50,1,240.00,50,100.00,0.00,0.00
20-June-2019,4.59,4.59,4.59,4.59,4.580000000000000000,50,1,229.00,50,100.00,0.00,0.00
19-June-2019,4.38,4.38,4.38,4.38,4.379541108986615678,2092,4,9162.00,2092,100.00,0.00,0.00
14-June-2019,4.18,4.18,4.18,4.18,4.179943767572633552,3201,8,13380.00,3201,100.00,0.00,0.00
13-June-2019,4.30,4.30,3.99,3.99,4.212500000000000000,2000,10,8425.00,2000,100.00,0.31,-0.31
12-June-2019,3.80,4.20,3.80,4.20,3.889795918367346938,4900,10,19060.00,4900,100.00,0.40,0.40
11-June-2019,4.00,4.00,4.00,4.00,4.000000000000000000,923,3,3692.00,923,100.00,0.00,0.00
7-June-2019,4.21,4.21,4.21,4.21,4.210000000000000000,1000,4,4210.00,1000,100.00,0.00,0.00
27-May-2019,4.01,4.01,4.01,4.01,4.000000000000000000,50,1,200.00,50,100.00,0.00,0.00
2-May-2019,4.00,4.00,4.00,4.00,4.000000000000000000,500,1,2000.00,500,100.00,0.00,0.00
10-April-2019,3.86,3.86,3.86,3.86,3.860000000000000000,300,1,1158.00,300,100.00,0.00,0.00
9-April-2019,3.68,3.68,3.52,3.68,3.664634146341463414,164,4,601.00,164,100.00,0.16,0.00
8-April-2019,3.51,3.51,3.51,3.51,3.500000000000000000,50,1,175.00,50,100.00,0.00,0.00
3-April-2019,3.66,3.66,3.66,3.66,3.658333333333333333,120,1,439.00,120,100.00,0.00,0.00
2-April-2019,3.72,3.72,3.62,3.62,3.630357142857142857,1120,5,4066.00,1120,100.00,0.10,-0.10
1-April-2019,3.85,3.85,3.81,3.81,3.830000000000000000,600,2,2298.00,600,100.00,0.04,-0.04
26-March-2019,4.00,4.00,4.00,4.00,4.000000000000000000,4,1,16.00,4,100.00,0.00,0.00
25-March-2019,4.03,4.03,4.02,4.02,4.020000000000000000,1000,2,4020.00,1000,100.00,0.01,-0.01
13-March-2019,4.25,4.25,4.20,4.20,4.205882352941176470,1700,2,7150.00,1700,100.00,0.05,-0.05
12-March-2019,4.33,4.33,4.33,4.33,4.320000000000000000,50,1,216.00,50,100.00,0.00,0.00
7-February-2019,4.55,4.55,4.55,4.55,4.548000000000000000,250,1,1137.00,250,100.00,0.00,0.00
9-January-2019,4.78,4.78,4.78,4.78,4.780000000000000000,400,1,1912.00,400,100.00,0.00,0.00
4-January-2019,4.56,4.56,4.56,4.56,4.559303590859630032,919,1,4190.00,919,100.00,0.00,0.00
2-January-2019,4.35,4.35,4.35,4.35,4.346938775510204081,49,1,213.00,49,100.00,0.00,0.00
27-December-2018,4.15,4.15,4.15,4.15,4.150000000000000000,400,1,1660.00,400,100.00,0.00,0.00
26-December-2018,3.96,3.96,3.96,3.96,3.960000000000000000,100,1,396.00,100,100.00,0.00,0.00
24-December-2018,3.78,3.78,3.78,3.78,3.780000000000000000,300,1,1134.00,300,100.00,0.00,0.00
14-December-2018,3.60,3.60,3.60,3.60,3.600000000000000000,20,1,72.00,20,100.00,0.00,0.00
3-December-2018,3.70,3.70,3.70,3.70,3.700000000000000000,50,1,185.00,50,100.00,0.00,0.00
13-November-2018,3.88,3.88,3.88,3.88,3.880000000000000000,50,1,194.00,50,100.00,0.00,0.00
12-November-2018,4.08,4.08,4.08,4.08,4.080000000000000000,50,1,204.00,50,100.00,0.00,0.00
9-November-2018,4.29,4.29,4.29,4.29,4.285714285714285714,49,1,210.00,49,100.00,0.00,0.00
6-November-2018,4.51,4.51,4.51,4.51,4.000000000000000000,1,1,4.00,1,100.00,0.00,0.00
5-November-2018,4.74,4.74,4.74,4.74,4.740000000000000000,50,1,237.00,50,100.00,0.00,0.00
29-October-2018,4.97,4.97,4.97,4.97,4.970000000000000000,200,1,994.00,200,100.00,0.00,0.00
