Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,76.00,76.00,75.55,75.55,75.764705882352941176,51,4,3864.00,26,50.98,0.45,-0.45
4-January-2021,75.00,77.00,75.00,75.45,75.451706374758531873,3106,89,234353.00,3012,96.97,2.00,0.45
1-January-2021,74.50,75.85,74.00,75.05,75.166299559471365638,908,50,68251.00,763,84.03,1.85,0.55
31-December-2020,68.70,75.45,68.65,75.45,71.754310344827586206,464,60,33294.00,411,88.58,6.80,6.75
30-December-2020,73.00,74.95,73.00,74.35,74.157342657342657342,286,20,21209.00,225,78.67,1.95,1.35
29-December-2020,74.05,74.95,71.50,74.20,73.764824120603015075,995,68,73396.00,878,88.24,3.45,0.15
28-December-2020,72.90,75.90,72.90,73.30,74.011235955056179775,979,40,72457.00,880,89.89,3.00,0.40
24-December-2020,73.85,74.50,73.00,73.00,73.118811881188118811,303,24,22155.00,273,90.10,1.50,-0.85
23-December-2020,73.00,75.15,69.30,72.00,73.197158081705150976,563,27,41210.00,126,22.38,5.85,-1.00
22-December-2020,68.00,75.25,68.00,72.15,71.903743315508021390,1309,84,94122.00,525,40.11,7.25,4.15
21-December-2020,74.80,77.00,67.60,72.60,73.569232001281332585,12487,223,918659.00,8611,68.96,9.40,-2.20
18-December-2020,76.00,79.00,73.00,76.00,76.222073578595317725,4485,236,341856.00,2813,62.72,6.00,0.00
17-December-2020,76.00,79.00,75.00,79.00,77.348296079149871747,5458,128,422167.00,1671,30.62,4.00,3.00
16-December-2020,68.50,77.75,67.85,73.00,74.323554397689301693,17657,405,1312331.00,15041,85.18,9.90,4.50
15-December-2020,68.10,68.80,66.80,68.30,67.505823627287853577,601,19,40571.00,601,100.00,2.00,0.20
14-December-2020,67.00,70.30,67.00,70.30,69.884140550807217473,1053,48,73588.00,612,58.12,3.30,3.30
11-December-2020,67.45,69.35,66.75,68.00,68.001980129229486555,28786,12,1957505.00,28639,99.49,2.60,0.55
10-December-2020,68.00,68.00,63.10,67.90,66.809875328083989501,6096,176,407273.00,3098,50.82,4.90,-0.10
9-December-2020,72.00,72.00,67.55,69.15,68.899637243047158403,3308,70,227920.00,2991,90.42,4.45,-2.85
8-December-2020,70.85,71.50,68.80,69.95,70.029281277728482697,1127,85,78923.00,550,48.80,2.70,-0.90
7-December-2020,66.90,69.95,63.50,67.70,66.816392655706228249,8333,173,556781.00,6563,78.76,6.45,0.80
4-December-2020,66.25,70.00,65.35,67.75,68.770619469026548672,2825,98,194277.00,1943,68.78,4.65,1.50
3-December-2020,62.10,68.40,60.65,66.40,63.667380660954712362,6536,160,416130.00,3526,53.95,7.75,4.30
2-December-2020,57.80,61.40,57.80,60.75,59.535812252362084730,3281,186,195337.00,2394,72.97,3.60,2.95
1-December-2020,54.15,57.00,51.75,56.45,56.071762441572724773,3637,187,203933.00,2844,78.20,5.25,2.30
27-November-2020,54.95,58.00,53.90,54.05,54.988454925079832964,4071,180,223858.00,3223,79.17,4.10,-0.90
26-November-2020,54.85,57.00,54.85,57.00,55.928301886792452830,1060,32,59284.00,1016,95.85,2.15,2.15
25-November-2020,56.25,59.00,55.50,55.95,57.027671022290545734,1301,38,74193.00,478,36.74,3.50,-0.30
24-November-2020,54.40,58.10,54.30,54.75,56.143777551712444896,2949,71,165568.00,1714,58.12,3.80,0.35
23-November-2020,57.45,57.45,54.00,54.50,55.114356743318831572,1609,83,88679.00,745,46.30,3.45,-2.95
20-November-2020,57.70,57.70,57.50,57.50,57.504424778761061946,565,27,32490.00,509,90.09,0.20,-0.20
19-November-2020,58.05,59.50,56.00,56.35,58.496871549503128450,2717,52,158936.00,703,25.87,3.50,-1.70
18-November-2020,56.05,62.15,55.00,58.35,58.455136540962288686,769,46,44952.00,497,64.63,7.15,2.30
17-November-2020,58.35,62.00,55.95,58.90,58.112209503988900450,5766,175,335075.00,4939,85.66,6.05,0.55
14-November-2020,55.00,58.35,55.00,58.35,55.957142857142857142,140,2,7834.00,140,100.00,3.35,3.35
13-November-2020,54.95,56.05,54.70,54.95,54.943925233644859813,107,7,5879.00,105,98.13,1.35,0.00
12-November-2020,53.00,56.00,52.50,55.85,55.551160791057609630,1163,58,64606.00,1159,99.66,3.50,2.85
11-November-2020,55.00,56.10,55.00,56.00,55.949015063731170336,863,20,48284.00,853,98.84,1.10,1.00
10-November-2020,54.65,56.70,51.70,55.50,55.122394678492239467,2255,130,124301.00,1747,77.47,5.00,0.85
9-November-2020,53.05,54.30,52.25,54.05,53.653650254668930390,3534,168,189612.00,925,26.17,2.05,1.00
6-November-2020,53.55,53.95,53.25,53.60,53.666666666666666666,36,4,1932.00,16,44.44,0.70,0.05
5-November-2020,50.10,55.65,50.05,53.45,52.569630531871701177,2463,62,129479.00,1984,80.55,5.60,3.35
4-November-2020,50.50,53.55,50.50,52.05,52.075289575289575289,1036,42,53950.00,857,82.72,3.05,1.55
3-November-2020,50.45,51.45,50.10,50.90,50.836012861736334405,311,21,15810.00,263,84.57,1.35,0.45
2-November-2020,51.15,53.05,50.65,50.80,51.641025641025641025,429,42,22154.00,329,76.69,2.40,-0.35
30-October-2020,51.90,52.70,51.05,51.90,51.831578947368421052,95,10,4924.00,62,65.26,1.65,0.00
29-October-2020,51.85,52.30,49.95,52.00,50.537572254335260115,173,47,8743.00,102,58.96,2.35,0.15
28-October-2020,52.85,53.65,51.85,52.90,52.626928471248246844,713,62,37523.00,586,82.19,1.80,0.05
27-October-2020,60.90,60.90,52.85,52.85,53.238095238095238095,42,12,2236.00,41,97.62,8.05,-8.05
26-October-2020,53.45,54.35,52.05,52.20,52.542857142857142857,35,7,1839.00,27,77.14,2.30,-1.25
23-October-2020,54.15,54.15,54.00,54.05,54.000000000000000000,88,5,4752.00,87,98.86,0.15,-0.10
22-October-2020,56.20,57.25,52.10,54.10,55.060197663971248876,3339,142,183846.00,2935,87.90,5.15,-2.10
21-October-2020,51.15,56.10,50.00,55.65,54.750719079578139980,3129,151,171315.00,2711,86.64,6.10,4.50
20-October-2020,50.55,51.55,49.50,51.35,51.307692307692307692,26,6,1334.00,25,96.15,2.05,0.80
19-October-2020,51.00,51.75,44.40,51.00,49.937929931211006239,6251,156,312162.00,2704,43.26,7.35,0.00
16-October-2020,49.50,51.00,49.00,51.00,49.394366197183098591,142,9,7014.00,138,97.18,2.00,1.50
15-October-2020,51.40,52.65,49.50,49.50,50.403080013391362571,2987,91,150554.00,1871,62.64,3.15,-1.90
14-October-2020,55.00,55.00,49.70,52.05,50.394904458598726114,157,20,7912.00,144,91.72,5.30,-2.95
13-October-2020,63.00,63.00,49.40,51.70,51.807453416149068322,805,59,41705.00,762,94.66,13.60,-11.30
12-October-2020,55.10,56.80,49.95,53.15,53.474099099099099099,888,48,47485.00,705,79.39,6.85,-1.95
9-October-2020,55.25,55.25,54.50,55.20,55.170212765957446808,47,5,2593.00,43,91.49,0.75,-0.05
8-October-2020,55.00,55.20,54.95,55.15,55.042553191489361702,47,12,2587.00,47,100.00,0.25,0.15
7-October-2020,55.20,55.20,55.20,55.20,55.200000000000000000,60,3,3312.00,60,100.00,0.00,0.00
6-October-2020,55.60,56.25,55.05,55.50,55.977272727272727272,44,12,2463.00,31,70.45,1.20,-0.10
5-October-2020,59.00,65.00,53.50,54.90,55.836991221069433359,5012,161,279855.00,716,14.29,11.50,-4.10
1-October-2020,65.70,65.70,44.25,55.70,54.678599840891010342,3771,91,206193.00,2063,54.71,21.45,-10.00
30-September-2020,55.15,55.15,55.15,55.15,55.000000000000000000,1,1,55.00,1,100.00,0.00,0.00
28-September-2020,56.30,57.50,55.65,56.20,56.810321350762527233,7344,84,417215.00,1962,26.72,1.85,-0.10
25-September-2020,56.35,56.35,55.55,56.30,55.586956521739130434,92,6,5114.00,91,98.91,0.80,-0.05
24-September-2020,54.00,57.75,51.90,54.70,55.484355444305381727,3196,125,177328.00,2088,65.33,5.85,0.70
