Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,16.38,16.38,14.79,15.00,15.019358407079646017,3616,27,54310.00,3580,99.00,1.59,-1.38
4-January-2021,14.85,15.35,14.61,14.71,14.823197219808861859,2302,20,34123.00,2302,100.00,0.74,-0.14
1-January-2021,14.50,15.20,14.50,14.55,15.035482640213658908,2621,18,39408.00,2611,99.62,0.70,0.05
31-December-2020,15.30,15.30,14.51,14.85,14.599478714161598609,1151,10,16804.00,1145,99.48,0.79,-0.45
30-December-2020,14.96,14.97,14.22,14.97,14.773864216436957631,1959,17,28942.00,1959,100.00,0.75,0.01
29-December-2020,15.54,15.75,13.81,14.53,14.820362872994451941,6669,24,98837.00,6544,98.13,1.94,-1.01
28-December-2020,15.30,15.30,14.87,15.09,14.966037735849056603,1590,9,23796.00,1590,100.00,0.43,-0.21
24-December-2020,14.25,15.49,14.10,14.44,14.793701171875000000,4096,23,60595.00,4063,99.19,1.39,0.19
23-December-2020,15.74,15.74,14.11,14.94,14.916781292984869325,2908,13,43378.00,2904,99.86,1.63,-0.80
22-December-2020,14.01,14.95,14.01,14.02,14.315789473684210526,152,3,2176.00,152,100.00,0.94,0.01
21-December-2020,14.99,15.14,14.07,14.52,14.454084507042253521,3550,21,51312.00,3417,96.25,1.07,-0.47
18-December-2020,14.58,14.99,14.58,14.99,14.654054054054054054,185,3,2711.00,150,81.08,0.41,0.41
17-December-2020,15.09,15.10,14.75,14.78,15.032003938946331856,4062,17,61060.00,4062,100.00,0.35,-0.31
16-December-2020,14.98,15.15,14.32,15.00,15.040086090933548560,7434,22,111808.00,7344,98.79,0.83,0.02
15-December-2020,15.97,15.97,14.21,15.00,14.521353482260183968,6088,41,88406.00,5955,97.82,1.76,-0.97
14-December-2020,14.50,15.14,14.50,14.67,14.820850202429149797,988,12,14643.00,766,77.53,0.64,0.17
11-December-2020,15.40,15.40,13.64,14.20,14.424350247524752475,6464,31,93239.00,4985,77.12,1.76,-1.20
10-December-2020,14.48,15.08,14.48,15.00,14.945167484531683379,4687,15,70048.00,4682,99.89,0.60,0.52
9-December-2020,15.99,15.99,14.48,15.02,15.082843548838511055,3573,27,53891.00,3468,97.06,1.51,-0.97
8-December-2020,15.30,15.30,14.50,14.57,14.859305993690851735,1585,14,23552.00,1217,76.78,0.80,-0.73
