Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
15-December-2020,2.24,2.24,2.24,2.24,2.000000000000000000,2,1,4.00,2,100.00,0.00,0.00
16-September-2020,2.14,2.14,2.14,2.14,2.100000000000000000,10,1,21.00,10,100.00,0.00,0.00
18-August-2020,2.04,2.04,2.04,2.04,2.032258064516129032,31,3,63.00,31,100.00,0.00,0.00
10-August-2020,2.14,2.14,2.14,2.14,2.000000000000000000,1,1,2.00,1,100.00,0.00,0.00
27-July-2020,2.25,2.25,2.14,2.14,2.143750000000000000,160,3,343.00,160,100.00,0.11,-0.11
7-May-2020,2.25,2.25,2.25,2.25,2.166666666666666666,6,1,13.00,6,100.00,0.00,0.00
22-April-2020,2.25,2.25,2.25,2.25,2.200000000000000000,5,1,11.00,5,100.00,0.00,0.00
28-January-2020,2.25,2.25,2.25,2.25,2.000000000000000000,1,1,2.00,1,100.00,0.00,0.00
26-December-2019,2.28,2.28,2.28,2.28,2.200000000000000000,10,1,22.00,10,100.00,0.00,0.00
24-December-2019,2.28,2.28,2.28,2.28,2.280000000000000000,100,2,228.00,100,100.00,0.00,0.00
20-December-2019,2.40,2.40,2.40,2.40,2.400000000000000000,5,2,12.00,5,100.00,0.00,0.00
18-December-2019,2.40,2.40,2.40,2.40,2.400000000000000000,100,1,240.00,100,100.00,0.00,0.00
4-December-2019,2.44,2.44,2.44,2.44,2.440000000000000000,100,1,244.00,100,100.00,0.00,0.00
28-November-2019,2.56,2.56,2.56,2.56,2.500000000000000000,10,1,25.00,10,100.00,0.00,0.00
27-November-2019,2.56,2.56,2.56,2.56,2.554455445544554455,101,2,258.00,101,100.00,0.00,0.00
8-November-2019,2.69,2.69,2.69,2.69,2.500000000000000000,2,1,5.00,2,100.00,0.00,0.00
6-November-2019,2.69,2.69,2.69,2.69,2.600000000000000000,10,1,26.00,10,100.00,0.00,0.00
1-November-2019,2.71,2.71,2.71,2.71,2.705882352941176470,51,2,138.00,51,100.00,0.00,0.00
16-October-2019,2.71,2.71,2.71,2.71,2.710000000000000000,100,1,271.00,100,100.00,0.00,0.00
14-October-2019,2.85,2.85,2.85,2.85,2.850000000000000000,500,1,1425.00,500,100.00,0.00,0.00
26-September-2019,3.00,3.00,3.00,3.00,3.000000000000000000,8,1,24.00,8,100.00,0.00,0.00
24-September-2019,3.10,3.10,3.10,3.10,3.100000000000000000,1500,1,4650.00,1500,100.00,0.00,0.00
23-September-2019,3.26,3.26,3.26,3.26,3.000000000000000000,2,2,6.00,2,100.00,0.00,0.00
20-September-2019,3.20,3.20,3.20,3.20,3.200000000000000000,100,1,320.00,100,100.00,0.00,0.00
13-September-2019,3.26,3.26,3.26,3.26,3.250000000000000000,20,1,65.00,20,100.00,0.00,0.00
30-August-2019,3.43,3.43,3.43,3.43,3.428571428571428571,7,3,24.00,7,100.00,0.00,0.00
28-August-2019,3.61,3.61,3.61,3.61,3.600000000000000000,5,1,18.00,5,100.00,0.00,0.00
26-August-2019,3.80,3.80,3.80,3.80,3.500000000000000000,2,1,7.00,2,100.00,0.00,0.00
8-August-2019,4.00,4.00,4.00,4.00,4.000000000000000000,10,2,40.00,10,100.00,0.00,0.00
6-August-2019,4.06,4.06,4.06,4.06,4.000000000000000000,10,1,40.00,10,100.00,0.00,0.00
5-August-2019,4.06,4.06,4.06,4.06,4.050000000000000000,20,1,81.00,20,100.00,0.00,0.00
26-July-2019,4.06,4.06,4.06,4.06,4.060000000000000000,100,1,406.00,100,100.00,0.00,0.00
30-April-2019,4.27,4.27,4.27,4.27,4.262626262626262626,99,6,422.00,99,100.00,0.00,0.00
25-April-2019,4.27,4.27,4.27,4.27,4.000000000000000000,1,1,4.00,1,100.00,0.00,0.00
11-April-2019,4.27,4.27,4.27,4.27,4.000000000000000000,2,2,8.00,2,100.00,0.00,0.00
10-April-2019,3.88,4.07,3.88,4.07,3.969047619047619047,420,3,1667.00,420,100.00,0.19,0.19
5-April-2019,3.88,3.88,3.88,3.88,3.877551020408163265,98,1,380.00,98,100.00,0.00,0.00
4-April-2019,3.80,3.99,3.80,3.99,3.890000000000000000,100,2,389.00,100,100.00,0.19,0.19
2-April-2019,3.80,3.80,3.80,3.80,3.500000000000000000,2,2,7.00,2,100.00,0.00,0.00
26-March-2019,3.80,3.80,3.80,3.80,3.800000000000000000,830,3,3154.00,830,100.00,0.00,0.00
25-March-2019,3.99,3.99,3.99,3.99,3.980769230769230769,52,2,207.00,52,100.00,0.00,0.00
22-March-2019,3.80,3.80,3.80,3.80,3.750000000000000000,4,4,15.00,4,100.00,0.00,0.00
13-March-2019,4.00,4.00,4.00,4.00,4.000000000000000000,100,1,400.00,100,100.00,0.00,0.00
5-March-2019,4.00,4.00,4.00,4.00,4.000000000000000000,100,1,400.00,100,100.00,0.00,0.00
23-January-2019,3.90,3.90,3.90,3.90,3.900000000000000000,500,2,1950.00,500,100.00,0.00,0.00
23-August-2018,4.09,4.09,3.90,3.90,3.666666666666666666,3,3,11.00,3,100.00,0.19,-0.19
20-July-2018,4.07,4.07,3.90,3.90,3.943521594684385382,301,4,1187.00,301,100.00,0.17,-0.17
