Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
4-January-2021,0.54,0.54,0.54,0.54,0.538961038961038961,616,4,332.00,616,100.00,0.00,0.00
1-January-2021,0.54,0.54,0.54,0.54,0.539024390243902439,410,2,221.00,410,100.00,0.00,0.00
31-December-2020,0.54,0.54,0.54,0.54,0.538461538461538461,338,6,182.00,338,100.00,0.00,0.00
29-December-2020,0.54,0.54,0.54,0.54,0.534591194968553459,159,2,85.00,159,100.00,0.00,0.00
23-December-2020,0.52,0.54,0.52,0.54,0.531966224366706875,829,5,441.00,829,100.00,0.02,0.02
17-December-2020,0.52,0.52,0.52,0.52,0.519908276005836981,4797,3,2494.00,4797,100.00,0.00,0.00
15-December-2020,0.50,0.52,0.50,0.52,0.512820512820512820,585,3,300.00,585,100.00,0.02,0.02
14-December-2020,0.52,0.54,0.52,0.52,0.519949066213921901,2356,12,1225.00,2356,100.00,0.02,0.00
11-December-2020,0.52,0.54,0.52,0.54,0.535714285714285714,476,5,255.00,476,100.00,0.02,0.02
10-December-2020,0.50,0.52,0.50,0.52,0.500784108729743857,1913,4,958.00,1913,100.00,0.02,0.02
9-December-2020,0.50,0.50,0.50,0.50,0.499415204678362573,855,7,427.00,855,100.00,0.00,0.00
8-December-2020,0.48,0.48,0.48,0.48,0.479702687249857061,1749,5,839.00,1749,100.00,0.00,0.00
7-December-2020,0.46,0.46,0.46,0.46,0.459375000000000000,640,4,294.00,640,100.00,0.00,0.00
3-December-2020,0.44,0.44,0.44,0.44,0.439756882373972112,2797,5,1230.00,2797,100.00,0.00,0.00
1-December-2020,0.40,0.42,0.40,0.42,0.418829740431148262,2273,2,952.00,2273,100.00,0.02,0.02
27-November-2020,0.40,0.40,0.40,0.40,0.400000000000000000,325,2,130.00,325,100.00,0.00,0.00
25-November-2020,0.39,0.39,0.39,0.39,0.389934924078091106,11525,6,4494.00,11525,100.00,0.00,0.00
24-November-2020,0.38,0.38,0.38,0.38,0.378688524590163934,610,3,231.00,610,100.00,0.00,0.00
23-November-2020,0.37,0.37,0.37,0.37,0.369491525423728813,1475,6,545.00,1475,100.00,0.00,0.00
20-November-2020,0.37,0.37,0.37,0.37,0.363636363636363636,77,2,28.00,77,100.00,0.00,0.00
19-November-2020,0.37,0.37,0.36,0.37,0.367042889390519187,2215,10,813.00,2215,100.00,0.01,0.00
18-November-2020,0.37,0.37,0.37,0.37,0.367272727272727272,275,1,101.00,275,100.00,0.00,0.00
17-November-2020,0.37,0.37,0.37,0.37,0.369230769230769230,260,2,96.00,260,100.00,0.00,0.00
14-November-2020,0.37,0.37,0.37,0.37,0.369230769230769230,260,1,96.00,260,100.00,0.00,0.00
13-November-2020,0.40,0.40,0.38,0.38,0.392011147236414305,4306,11,1688.00,4306,100.00,0.02,-0.02
6-November-2020,0.40,0.40,0.40,0.40,0.399967416096448354,12276,5,4910.00,12276,100.00,0.00,0.00
5-November-2020,0.39,0.39,0.39,0.39,0.389853137516688918,749,2,292.00,749,100.00,0.00,0.00
4-November-2020,0.38,0.38,0.38,0.38,0.373333333333333333,75,1,28.00,75,100.00,0.00,0.00
3-November-2020,0.40,0.40,0.38,0.38,0.379815345431391276,3141,10,1193.00,3141,100.00,0.02,-0.02
29-October-2020,0.40,0.40,0.40,0.40,0.400000000000000000,500,1,200.00,500,100.00,0.00,0.00
28-October-2020,0.39,0.39,0.39,0.39,0.390000000000000000,100,1,39.00,100,100.00,0.00,0.00
26-October-2020,0.37,0.39,0.37,0.39,0.388785046728971962,535,5,208.00,535,100.00,0.02,0.02
23-October-2020,0.38,0.38,0.38,0.38,0.378968253968253968,504,4,191.00,504,100.00,0.00,0.00
21-October-2020,0.38,0.38,0.38,0.38,0.380000000000000000,200,3,76.00,200,100.00,0.00,0.00
20-October-2020,0.38,0.38,0.38,0.38,0.379069767441860465,860,6,326.00,860,100.00,0.00,0.00
19-October-2020,0.40,0.40,0.40,0.40,0.399515738498789346,413,4,165.00,413,100.00,0.00,0.00
16-October-2020,0.39,0.39,0.39,0.39,0.389189189189189189,555,1,216.00,555,100.00,0.00,0.00
15-October-2020,0.38,0.38,0.38,0.38,0.378666666666666666,375,2,142.00,375,100.00,0.00,0.00
14-October-2020,0.37,0.37,0.36,0.37,0.363784665579119086,1226,7,446.00,1226,100.00,0.01,0.00
13-October-2020,0.39,0.39,0.37,0.37,0.374193548387096774,310,4,116.00,310,100.00,0.02,-0.02
12-October-2020,0.36,0.38,0.36,0.38,0.359576968272620446,851,3,306.00,851,100.00,0.02,0.02
8-October-2020,0.37,0.37,0.37,0.37,0.369822485207100591,1014,5,375.00,1014,100.00,0.00,0.00
7-October-2020,0.38,0.38,0.38,0.38,0.378205128205128205,312,2,118.00,312,100.00,0.00,0.00
6-October-2020,0.39,0.39,0.39,0.39,0.381818181818181818,55,1,21.00,55,100.00,0.00,0.00
5-October-2020,0.40,0.44,0.40,0.41,0.407692307692307692,2600,10,1060.00,2600,100.00,0.04,0.01
1-October-2020,0.42,0.42,0.42,0.42,0.418604651162790697,258,3,108.00,258,100.00,0.00,0.00
29-September-2020,0.44,0.44,0.44,0.44,0.439637826961770623,1988,3,874.00,1988,100.00,0.00,0.00
28-September-2020,0.46,0.46,0.46,0.46,0.460000000000000000,400,1,184.00,400,100.00,0.00,0.00
25-September-2020,0.46,0.46,0.46,0.46,0.459272097053726169,577,7,265.00,577,100.00,0.00,0.00
24-September-2020,0.48,0.48,0.48,0.48,0.480000000000000000,200,2,96.00,200,100.00,0.00,0.00
23-September-2020,0.52,0.54,0.50,0.50,0.525569502556950255,4302,8,2261.00,4302,100.00,0.04,-0.02
22-September-2020,0.52,0.52,0.52,0.52,0.520000000000000000,150,1,78.00,150,100.00,0.00,0.00
21-September-2020,0.55,0.55,0.54,0.54,0.529411764705882352,51,2,27.00,51,100.00,0.01,-0.01
18-September-2020,0.56,0.56,0.56,0.56,0.559432288586635127,1691,9,946.00,1691,100.00,0.00,0.00
17-September-2020,0.58,0.64,0.58,0.58,0.630900243309002433,4110,7,2593.00,4110,100.00,0.06,0.00
16-September-2020,0.61,0.67,0.61,0.61,0.608837970540098199,611,7,372.00,611,100.00,0.06,0.00
14-September-2020,0.67,0.67,0.64,0.64,0.654320987654320987,162,2,106.00,162,100.00,0.03,-0.03
24-August-2020,0.67,0.67,0.67,0.67,0.668662674650698602,501,2,335.00,501,100.00,0.00,0.00
17-August-2020,0.70,0.70,0.70,0.70,0.700000000000000000,200,2,140.00,200,100.00,0.00,0.00
10-August-2020,0.69,0.69,0.69,0.69,0.689856957087126137,1538,5,1061.00,1538,100.00,0.00,0.00
27-July-2020,0.68,0.70,0.68,0.70,0.682222222222222222,900,5,614.00,900,100.00,0.02,0.02
20-July-2020,0.71,0.71,0.71,0.71,0.705882352941176470,51,1,36.00,51,100.00,0.00,0.00
6-July-2020,0.74,0.77,0.74,0.74,0.500000000000000000,4,4,2.00,4,100.00,0.03,0.00
22-June-2020,0.77,0.77,0.71,0.77,0.759752133279154815,9844,11,7479.00,9844,100.00,0.06,0.00
12-June-2020,0.74,0.74,0.74,0.74,0.739555555555555555,1125,2,832.00,1125,100.00,0.00,0.00
11-June-2020,0.75,0.75,0.69,0.71,0.730568948891031822,15555,5,11364.00,15555,100.00,0.06,-0.04
8-June-2020,0.67,0.73,0.67,0.72,0.686250000000000000,800,5,549.00,800,100.00,0.06,0.05
29-May-2020,0.70,0.70,0.70,0.70,0.700000000000000000,100,1,70.00,100,100.00,0.00,0.00
2-March-2020,0.70,0.70,0.70,0.70,0.000000000000000000,1,1,0.00,1,100.00,0.00,0.00
17-February-2020,0.68,0.71,0.68,0.71,0.708400000000000000,5000,9,3542.00,5000,100.00,0.03,0.03
2-December-2019,0.69,0.69,0.63,0.68,0.649587494572297003,2303,7,1496.00,2303,100.00,0.06,-0.01
20-September-2019,0.66,0.66,0.66,0.66,0.636363636363636363,11,1,7.00,11,100.00,0.00,0.00
18-September-2019,0.63,0.63,0.63,0.63,0.630000000000000000,100,1,63.00,100,100.00,0.00,0.00
8-May-2019,0.63,0.63,0.63,0.63,0.600000000000000000,10,1,6.00,10,100.00,0.00,0.00
18-February-2019,0.60,0.60,0.60,0.60,0.600000000000000000,300,1,180.00,300,100.00,0.00,0.00
4-February-2019,0.69,0.69,0.63,0.63,0.678036605657237936,1202,7,815.00,1202,100.00,0.06,-0.06
28-January-2019,0.66,0.66,0.66,0.66,0.659959758551307847,994,3,656.00,994,100.00,0.00,0.00
22-January-2019,0.63,0.63,0.63,0.63,0.629677419354838709,2325,9,1464.00,2325,100.00,0.00,0.00
21-January-2019,0.60,0.60,0.60,0.60,0.600000000000000000,1550,3,930.00,1550,100.00,0.00,0.00
18-January-2019,0.58,0.58,0.58,0.58,0.578814627994955863,793,1,459.00,793,100.00,0.00,0.00
17-January-2019,0.54,0.56,0.54,0.56,0.542004048582995951,1976,4,1071.00,1976,100.00,0.02,0.02
16-January-2019,0.52,0.54,0.52,0.54,0.520761245674740484,1734,4,903.00,1734,100.00,0.02,0.02
15-January-2019,0.50,0.52,0.50,0.52,0.503237742830712303,1081,4,544.00,1081,100.00,0.02,0.02
14-January-2019,0.50,0.50,0.50,0.50,0.499750623441396508,2005,2,1002.00,2005,100.00,0.00,0.00
11-January-2019,0.48,0.48,0.48,0.48,0.479166666666666666,1152,2,552.00,1152,100.00,0.00,0.00
7-January-2019,0.46,0.46,0.46,0.46,0.459908018396320735,5001,2,2300.00,5001,100.00,0.00,0.00
4-January-2019,0.42,0.44,0.42,0.44,0.421875000000000000,192,3,81.00,192,100.00,0.02,0.02
3-January-2019,0.42,0.42,0.42,0.42,0.420000000000000000,50,1,21.00,50,100.00,0.00,0.00
31-December-2018,0.40,0.40,0.40,0.40,0.400000000000000000,800,1,320.00,800,100.00,0.00,0.00
26-December-2018,0.39,0.39,0.39,0.39,0.389090909090909090,275,1,107.00,275,100.00,0.00,0.00
20-December-2018,0.38,0.38,0.38,0.38,0.380000000000000000,750,1,285.00,750,100.00,0.00,0.00
19-December-2018,0.37,0.37,0.37,0.37,0.368750000000000000,160,1,59.00,160,100.00,0.00,0.00
18-December-2018,0.36,0.36,0.36,0.36,0.359683794466403162,253,1,91.00,253,100.00,0.00,0.00
17-December-2018,0.36,0.36,0.36,0.36,0.360000000000000000,50,1,18.00,50,100.00,0.00,0.00
13-December-2018,0.35,0.35,0.35,0.35,0.346666666666666666,225,1,78.00,225,100.00,0.00,0.00
11-December-2018,0.34,0.34,0.34,0.34,0.340000000000000000,300,1,102.00,300,100.00,0.00,0.00
10-December-2018,0.33,0.33,0.33,0.33,0.330000000000000000,200,1,66.00,200,100.00,0.00,0.00
7-December-2018,0.33,0.33,0.33,0.33,0.330000000000000000,300,1,99.00,300,100.00,0.00,0.00
5-December-2018,0.35,0.35,0.34,0.34,0.341024020227560050,3164,8,1079.00,3164,100.00,0.01,-0.01
4-December-2018,0.35,0.35,0.34,0.34,0.346000000000000000,500,2,173.00,500,100.00,0.01,-0.01
