Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-January-2021,44.00,45.95,44.00,45.00,44.975000000000000000,6000,2,269850.00,6000,100.00,1.95,1.00
4-January-2021,43.90,44.00,43.90,43.95,43.950000000000000000,6000,2,263700.00,6000,100.00,0.10,0.05
1-January-2021,45.45,45.45,45.45,45.45,45.450000000000000000,3000,1,136350.00,3000,100.00,0.00,0.00
28-December-2020,43.00,43.00,43.00,43.00,43.000000000000000000,3000,1,129000.00,3000,100.00,0.00,0.00
24-December-2020,44.25,44.25,44.25,44.25,44.250000000000000000,3000,1,132750.00,3000,100.00,0.00,0.00
22-December-2020,41.00,41.00,41.00,41.00,41.000000000000000000,3000,1,123000.00,3000,100.00,0.00,0.00
14-December-2020,39.50,39.50,39.50,39.50,39.500000000000000000,3000,1,118500.00,3000,100.00,0.00,0.00
8-December-2020,43.00,43.00,43.00,43.00,43.000000000000000000,3000,1,129000.00,3000,100.00,0.00,0.00
7-December-2020,45.00,45.00,45.00,45.00,45.000000000000000000,3000,1,135000.00,3000,100.00,0.00,0.00
4-December-2020,42.00,42.00,42.00,42.00,42.000000000000000000,3000,1,126000.00,3000,100.00,0.00,0.00
3-December-2020,42.75,42.75,42.75,42.75,42.750000000000000000,3000,1,128250.00,3000,100.00,0.00,0.00
2-December-2020,39.40,39.40,39.40,39.40,39.400000000000000000,3000,1,118200.00,3000,100.00,0.00,0.00
26-November-2020,42.70,42.70,40.20,40.20,41.655555555555555555,27000,7,1124700.00,21000,77.78,2.50,-2.50
20-November-2020,44.40,44.40,44.40,44.40,44.400000000000000000,3000,1,133200.00,3000,100.00,0.00,0.00
17-November-2020,44.80,44.80,44.80,44.80,44.800000000000000000,3000,1,134400.00,3000,100.00,0.00,0.00
14-November-2020,41.95,41.95,41.95,41.95,41.950000000000000000,3000,1,125850.00,3000,100.00,0.00,0.00
11-November-2020,41.90,41.90,41.90,41.90,41.900000000000000000,3000,1,125700.00,3000,100.00,0.00,0.00
10-November-2020,42.00,42.00,40.00,40.00,41.000000000000000000,6000,2,246000.00,6000,100.00,2.00,-2.00
9-November-2020,40.00,41.50,40.00,41.50,40.400000000000000000,12000,4,484800.00,12000,100.00,1.50,1.50
6-November-2020,40.00,42.00,39.90,41.25,40.375000000000000000,30000,9,1211250.00,30000,100.00,2.10,1.25
5-November-2020,40.00,40.00,40.00,40.00,40.000000000000000000,9000,3,360000.00,9000,100.00,0.00,0.00
4-November-2020,40.00,41.00,39.80,39.80,40.120000000000000000,15000,5,601800.00,15000,100.00,1.20,-0.20
3-November-2020,40.00,40.25,39.10,40.05,39.900000000000000000,21000,7,837900.00,21000,100.00,1.15,0.05
2-November-2020,40.50,40.50,38.50,39.55,39.637500000000000000,24000,8,951300.00,24000,100.00,2.00,-0.95
