Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-January-2021,15.99,15.99,14.56,15.40,15.100879120879120879,4550,32,68709.00,3509,77.12,1.43,-0.59
6-January-2021,14.51,16.47,14.51,15.54,15.722728296906685550,31067,55,488458.00,21388,68.84,1.96,1.03
5-January-2021,15.81,16.25,14.07,15.39,15.234852329239825433,9853,50,150109.00,5104,51.80,2.18,-0.42
4-January-2021,13.50,15.50,13.50,15.50,15.077462887989203778,3705,39,55862.00,3529,95.25,2.00,2.00
1-January-2021,14.65,14.89,14.06,14.59,14.671495789995047052,8076,36,118487.00,6934,85.86,0.83,-0.06
31-December-2020,14.59,14.99,13.80,14.35,14.472317156527682843,7315,29,105865.00,5007,68.45,1.19,-0.24
30-December-2020,14.55,15.64,14.00,14.24,14.266078708711207255,24038,60,342928.00,14146,58.85,1.64,-0.31
29-December-2020,14.97,14.97,13.01,14.45,14.388082801315534919,5169,20,74372.00,3685,71.29,1.96,-0.52
28-December-2020,15.05,16.00,13.52,14.22,14.061205706396686608,8692,50,122220.00,6398,73.61,2.48,-0.83
24-December-2020,16.00,16.00,14.06,15.01,15.032691936418044919,15539,44,233593.00,6986,44.96,1.94,-0.99
23-December-2020,13.50,14.90,13.50,14.44,14.149980055843637814,7521,41,106422.00,4368,58.08,1.40,0.94
22-December-2020,13.92,14.49,12.05,13.42,13.520615618468554056,5263,45,71159.00,4677,88.87,2.44,-0.50
21-December-2020,15.97,15.97,12.00,13.92,14.364703976674495828,12347,91,177361.00,8183,66.28,3.97,-2.05
18-December-2020,16.50,16.50,13.50,13.79,14.166507698596539038,22017,123,311904.00,14545,66.06,3.00,-2.71
17-December-2020,13.41,14.95,13.41,14.07,14.382634821632311553,26294,145,378177.00,17988,68.41,1.54,0.66
16-December-2020,12.00,13.93,11.75,12.86,12.673787878787878787,13200,91,167294.00,9079,68.78,2.18,0.86
15-December-2020,12.97,12.97,11.50,11.65,12.419865453106450336,7581,36,94155.00,5223,68.90,1.47,-1.32
14-December-2020,12.98,12.98,10.12,11.47,11.439922947267035877,12459,45,142530.00,8243,66.16,2.86,-1.51
11-December-2020,10.50,10.88,10.08,10.82,10.681305637982195845,8425,46,89990.00,8121,96.39,0.80,0.32
10-December-2020,10.99,10.99,9.61,10.40,10.369312681510164569,4132,16,42846.00,4053,98.09,1.38,-0.59
9-December-2020,10.50,10.89,9.50,9.95,10.063889290708327306,20739,62,208715.00,17741,85.54,1.39,-0.55
8-December-2020,10.50,11.00,9.50,10.50,10.494824360839742257,24055,88,252453.00,15668,65.13,1.50,0.00
7-December-2020,9.11,10.90,8.82,9.94,9.810826542491268917,10308,64,101130.00,6832,66.28,2.08,0.83
4-December-2020,10.35,10.35,9.00,9.10,9.390094146541137945,4886,30,45880.00,3723,76.20,1.35,-1.25
3-December-2020,8.01,9.66,8.01,9.59,9.096467229689544427,16814,45,152948.00,11802,70.19,1.65,1.58
2-December-2020,8.80,8.80,8.11,8.79,8.559476380193511667,1757,16,15039.00,1133,64.48,0.69,-0.01
1-December-2020,8.80,8.80,7.84,8.22,8.446094254357650096,1549,20,13083.00,1111,71.72,0.96,-0.58
27-November-2020,9.00,9.00,8.35,8.70,8.687374749498997995,499,9,4335.00,452,90.58,0.65,-0.30
26-November-2020,8.77,8.99,8.26,8.32,8.730509515039901780,9774,14,85332.00,9574,97.95,0.73,-0.45
25-November-2020,7.82,8.70,7.82,8.60,8.153846153846153846,1573,11,12826.00,1261,80.17,0.88,0.78
24-November-2020,8.31,8.74,8.06,8.16,8.326672458731537793,3453,11,28752.00,3192,92.44,0.68,-0.15
23-November-2020,8.02,8.99,8.02,8.32,8.382440181926043108,5057,26,42390.00,3153,62.35,0.97,0.30
20-November-2020,9.20,9.20,8.14,8.74,8.502113758647194465,5204,23,44245.00,4205,80.80,1.06,-0.46
19-November-2020,9.50,9.50,8.23,9.00,8.702048417132216014,2148,18,18692.00,1152,53.63,1.27,-0.50
18-November-2020,8.69,8.95,8.18,8.80,8.332760103181427343,1163,10,9691.00,1153,99.14,0.77,0.11
17-November-2020,8.81,9.00,7.97,8.95,8.562722595963593193,2527,18,21638.00,2520,99.72,1.03,0.14
14-November-2020,8.11,8.99,8.11,8.56,8.462809917355371900,1210,9,10240.00,830,68.60,0.88,0.45
13-November-2020,8.70,8.99,7.90,8.99,8.197129909365558912,1324,10,10853.00,1245,94.03,1.09,0.29
12-November-2020,8.70,8.73,8.00,8.60,8.182291666666666666,3456,16,28278.00,3111,90.02,0.73,-0.10
11-November-2020,8.92,8.92,7.92,7.94,8.042769857433808553,491,10,3949.00,490,99.80,1.00,-0.98
10-November-2020,8.33,9.16,7.81,8.11,8.525217391304347826,1150,13,9804.00,655,56.96,1.35,-0.22
9-November-2020,8.85,9.39,8.10,8.33,8.213797445583738082,11118,17,91321.00,10418,93.70,1.29,-0.52
6-November-2020,8.99,8.99,8.01,8.85,8.252189141856392294,1142,9,9424.00,1132,99.12,0.98,-0.14
5-November-2020,8.27,8.98,8.11,8.22,8.186150234741784037,4260,12,34873.00,4260,100.00,0.87,-0.05
4-November-2020,9.00,9.54,8.25,8.27,8.547892720306513409,1305,6,11155.00,805,61.69,1.29,-0.73
3-November-2020,7.81,8.92,7.81,8.92,8.857693790975703817,10372,18,91872.00,10220,98.53,1.11,1.11
2-November-2020,7.92,8.77,7.92,8.11,8.539745627980922098,2516,9,21486.00,1941,77.15,0.85,0.19
30-October-2020,8.76,8.76,7.89,8.71,8.376033057851239669,242,5,2027.00,121,50.00,0.87,-0.05
29-October-2020,8.80,8.80,8.03,8.67,8.406880189798339264,843,10,7087.00,461,54.69,0.77,-0.13
28-October-2020,8.84,8.84,7.79,8.82,8.437878787878787878,660,5,5569.00,410,62.12,1.05,-0.02
27-October-2020,7.82,8.18,7.82,8.07,8.098599362085702399,7211,17,58399.00,7211,100.00,0.36,0.25
26-October-2020,8.30,8.99,8.30,8.43,8.404810436200570729,2453,12,20617.00,2059,83.94,0.69,0.13
23-October-2020,8.80,9.16,7.56,9.04,8.893952934167411379,10071,36,89571.00,7933,78.77,1.60,0.24
22-October-2020,7.58,8.36,7.58,8.35,8.325981970379909851,6212,19,51721.00,5980,96.27,0.78,0.77
21-October-2020,7.80,7.82,7.57,7.61,7.580419580419580419,715,7,5420.00,710,99.30,0.25,-0.19
20-October-2020,8.04,8.78,7.52,7.80,7.952845528455284552,615,16,4891.00,553,89.92,1.26,-0.24
19-October-2020,7.31,7.99,7.29,7.99,7.546206896551724137,725,14,5471.00,472,65.10,0.70,0.68
16-October-2020,8.36,8.36,7.31,7.31,7.717748917748917748,1155,8,8914.00,1155,100.00,1.05,-1.05
