,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,2018-04-09,60.990002000000004,65.099998,58.669998,63.950001,61.287941000000004,11023200,0.0
1,2018-04-16,64.599998,66.889999,64.300003,65.389999,62.667999,9790900,1.9779783143902478
2,2018-04-23,67.339996,70.25,64.33000200000001,66.019997,63.27177,16049500,1.9904574670004909
3,2018-04-30,66.16999799999999,66.470001,61.950001,62.799999,60.18581,11659200,2.0512738543196476
4,2018-05-07,62.790001000000004,62.799999,59.860001000000004,60.529999,58.010303,11709100,2.0375020657112515
5,2018-05-14,60.41,60.709998999999996,57.830002,58.209998999999996,55.786880000000004,10620100,2.039855695582472
6,2018-05-21,58.279999,62.669998,57.529999,61.869999,59.294529000000004,9986700,1.9408437035856423
7,2018-05-28,61.259997999999996,61.650002,59.310001,60.860001000000004,58.648979000000004,7714600,2.016595431866654
8,2018-06-04,61.84,62.669998,60.400002,62.330002,60.06558199999999,13879900,1.9764158358281458
9,2018-06-11,62.389998999999996,63.66,61.209998999999996,63.040001000000004,60.749786,12285800,1.9887373256862733
10,2018-06-18,62.52,64.860001,61.529999,62.91,60.624508,7852400,2.002066460022254
11,2018-06-25,62.59,62.900002,59.529999,60.389998999999996,58.196056000000006,6501300,2.0417287802902595
12,2018-07-02,60.169998,62.43,59.43,62.34,60.075214,5627200,1.968719906961822
13,2018-07-09,62.48,63.860001000000004,59.849998,61.43,59.198280000000004,8025400,2.0148136089858375
14,2018-07-16,61.490002000000004,64.5,60.580002,60.630001,58.427341000000006,9392900,2.013194771347604
15,2018-07-23,60.5,65.760002,57.970001,63.650002,61.337619999999994,17103300,1.952553010131877
16,2018-07-30,62.5,63.509997999999996,60.040001000000004,62.799999,60.518505000000005,8437300,2.0135350798333613
17,2018-08-06,62.580002,64.639999,62.09,63.23,60.932883999999994,5175700,1.9931994148347305
18,2018-08-13,63.0,65.440002,61.310001,65.0,62.638577000000005,6394100,1.9727692307692306
19,2018-08-20,64.800003,67.690002,63.950001,64.83000200000001,62.474762,5724400,2.002622211858022
20,2018-08-27,65.0,68.089996,65.0,67.489998,65.359894,6674400,1.9605868116931933
21,2018-09-03,67.68,69.040001,66.440002,66.879997,64.76915,5658800,2.0091208287584106
22,2018-09-10,67.239998,69.32,66.709999,68.910004,66.735077,5164500,1.9705411858632313
23,2018-09-17,68.800003,70.75,68.150002,70.08000200000001,67.868156,6063400,1.983304823535821
24,2018-09-24,69.349998,70.0,66.07,68.860001,66.686661,8975200,2.017717121438903
25,2018-10-01,68.709999,69.139999,65.82,66.08000200000001,63.9944,8361700,2.042070201511192
26,2018-10-08,65.849998,66.089996,59.630001,61.57,59.626740000000005,13642100,2.073249991879162
27,2018-10-15,61.700001,65.989998,61.25,62.580002,60.60485799999999,7342000,1.98386062691401
28,2018-10-22,62.880001,63.970001,59.549999,61.470001,59.529892000000004,9849200,2.0180576050421735
29,2018-10-29,62.07,65.300003,60.240002000000004,63.880001,61.863831000000005,7246000,1.962273012487899
30,2018-11-05,63.849998,66.910004,63.279999,65.970001,63.887863,5927900,1.9683189333284987
31,2018-11-12,66.010002,68.449997,65.050003,67.989998,65.844101,5187200,1.9702897917426028
32,2018-11-19,67.75,70.0,66.309998,69.410004,67.21929899999999,4531200,1.9795417674950717
33,2018-11-26,69.860001,74.83000200000001,68.449997,73.260002,71.28327900000001,14216600,1.94744747618216
34,2018-12-03,73.879997,74.57,64.43,64.940002,63.187778,12456200,2.1281182590662686
