,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,2018-04-09,52.98,57.060001,52.799999,56.07,53.563377,46923800,0.0
1,2018-04-16,56.439999,58.400002,50.68,51.09,48.806011,77222800,2.0974750440399292
2,2018-04-23,51.529999,51.740002000000004,47.740002000000004,49.400002,47.191563,66287200,2.0342104844449196
3,2018-04-30,49.52,52.689999,49.169998,52.560001,50.210297,58100300,1.9398782545685265
4,2018-05-07,52.740002000000004,55.889998999999996,52.150002,54.84,52.388366999999995,53923100,1.9584245258935082
5,2018-05-14,55.830002,56.939999,48.529999,49.509997999999996,47.296646,106481000,2.107655063932744
6,2018-05-21,50.709998999999996,51.369999,49.369999,50.849998,48.576736,74233200,1.9736479832309923
7,2018-05-28,51.099998,52.490002000000004,50.619999,52.240002000000004,50.104019,57338400,1.9733919612024515
8,2018-06-04,52.349998,53.23,50.23,51.150002,49.05859,60308900,2.0213098720895455
9,2018-06-11,51.200001,51.59,48.759997999999996,49.310001,47.293816,92862700,2.0373149657814853
10,2018-06-18,48.880001,49.790001000000004,47.200001,47.959998999999996,45.99902,63513000,2.028148499335874
11,2018-06-25,47.0,47.330002,44.57,46.189999,44.301392,72963900,2.03831998350985
12,2018-07-02,45.099998,46.220001,44.740002000000004,46.130001,44.243843,38999700,2.001300628629945
13,2018-07-09,46.259997999999996,46.919998,44.98,46.130001,44.243843,47947100,2.0
14,2018-07-16,46.040001000000004,49.150002,45.950001,46.759997999999996,44.848083,51504200,1.9865270096889225
15,2018-07-23,46.299999,49.48,45.130001,48.299999,46.325115000000004,56782600,1.968115920664926
16,2018-07-30,48.279999,49.060001,47.110001000000004,48.84,46.843033,44852800,1.9889434684684684
17,2018-08-06,49.080002,50.389998999999996,47.91,48.130001,46.162071000000005,42148100,2.014751693024066
18,2018-08-13,48.060001,48.889998999999996,42.619999,43.77,41.980339,89929900,2.0996116289696136
19,2018-08-20,43.799999,44.23,42.52,42.73,40.982861,59640300,2.0243388719868944
20,2018-08-27,42.959998999999996,44.200001,42.75,43.02,41.450447,60102700,1.9932589493258948
21,2018-09-03,42.84,43.0,39.630001,39.849998,38.396107,64670100,2.079548360328651
22,2018-09-10,40.099998,40.279999,37.389998999999996,39.099998,37.673458000000004,71254300,2.0191815866589047
23,2018-09-17,38.950001,39.959998999999996,38.639998999999996,39.630001,38.184132,62047800,1.9866262178494518
24,2018-09-24,39.240002000000004,39.5,38.07,38.650002,37.239887,49726100,2.02535572960643
25,2018-10-01,38.5,39.650002,36.98,37.240002000000004,35.881329,49394500,2.0378625113929907
26,2018-10-08,37.0,37.299999,32.779999,33.689999,32.460838,96110700,2.105372606274046
27,2018-10-15,33.439999,36.080002,33.049999,34.290001000000004,33.038952,63967800,1.9825021294108447
28,2018-10-22,34.389998999999996,34.540001000000004,31.57,32.360001000000004,31.179373,69591200,2.0596415309134257
29,2018-10-29,32.650002,36.02,30.530001000000002,35.27,33.983196,68379500,1.9174936489934788
30,2018-11-05,35.32,35.619999,33.75,34.279999,33.029312,45796600,2.028879843316215
31,2018-11-12,33.73,35.82,32.07,35.400002,34.108456,75230000,1.9683614989626272
32,2018-11-19,35.240002000000004,36.919998,33.139998999999996,35.049999,33.771225,57403200,2.009985820541678
33,2018-11-26,35.57,37.279999,35.130001,37.279999,36.121834,56218600,1.9401824018289269
34,2018-12-03,38.299999,38.639998999999996,33.59,33.639998999999996,32.594913,69132500,2.1082045216469836
35,2018-12-10,33.639998999999996,35.380001,32.630001,32.650002,31.635675,56168800,2.0303214989083305
36,2018-12-17,32.52,34.32,30.25,30.309998999999998,29.368365999999998,81616600,2.0772023450083257
37,2018-12-24,30.0,33.060001,28.790001,32.380001,31.374063,47753600,1.936071589373947
38,2018-12-31,32.709998999999996,33.849998,31.48,33.700001,32.653057000000004,58015900,1.9608308616964139
39,2019-01-07,33.799999,35.32,32.669998,34.779999,33.699493,52134400,1.9689477276868237
40,2019-01-14,34.189999,36.32,33.25,35.709998999999996,34.600609000000006,44518300,1.9739568740956837
41,2019-01-21,35.32,39.48,33.709998999999996,39.189999,37.972491999999995,58690900,1.9112018349375308
42,2019-01-28,37.619999,40.0,37.52,39.310001,38.088764000000005,56440300,1.9969472908433659
43,2019-02-04,39.16,40.709998999999996,38.450001,39.779999,38.544167,70043500,1.9881850675762966
44,2019-02-11,39.970001,41.240002000000004,38.59,39.099998,37.885284000000006,65350300,2.0173913308128557
45,2019-02-18,39.0,39.709998999999996,38.529999,39.43,38.205044,37257100,1.9916306872939389
46,2019-02-25,39.919998,40.080002,37.919998,38.560001,37.553181,45900600,2.022562214145171
47,2019-03-04,38.970001,40.18,36.799999,37.740002000000004,36.754589,63823700,2.0217275823143837
48,2019-03-11,37.950001,41.029999,37.810001,40.389998999999996,39.335392,52384100,1.9343897730722894
49,2019-03-18,40.41,41.990002000000004,39.360001000000004,39.860001000000004,38.819237,45181700,2.0132964873733945
50,2019-03-25,39.689999,40.48,38.240002000000004,39.66,38.624458000000004,40105700,2.0050428895612713
51,2019-04-01,40.299999,43.389998999999996,40.209998999999996,43.040001000000004,41.916203,50600000,1.9214683800774073
52,2019-04-08,42.93,43.360001000000004,41.66,42.990002000000004,41.867512,30670100,2.001163037861687
53,2019-04-15,42.75,44.529999,42.330002,43.950001,42.802437,30033400,1.9781570198371554
54,2019-04-22,43.860001000000004,45.75,43.27,44.66,43.493904,38740300,1.9841021271831618
55,2019-04-29,44.57,44.91,42.860001000000004,43.959998999999996,42.812176,45767000,2.0159235899891628
56,2019-05-06,42.41,43.150002,39.790001000000004,40.799999,39.734688,50037900,2.077450982290465
57,2019-05-13,39.259997999999996,44.360001000000004,38.669998,42.700001,41.585079,63296500,1.955503467084228
58,2019-05-20,41.799999,42.759997999999996,39.150002,39.5,38.468628,53220800,2.0810126835443037
59,2019-05-27,39.810001,40.400002,38.400002,38.689999,37.872494,36739100,2.020935668672413
60,2019-06-03,38.970001,41.880001,38.540001000000004,41.509997999999996,40.632908,46570500,1.9320645835733359
61,2019-06-10,42.0,44.549999,40.560001,41.23,40.358821999999996,44922600,2.006791122968712
62,2019-06-17,41.110001000000004,43.990002000000004,40.240002000000004,42.959998999999996,42.052273,53807800,1.9597300037181102
63,2019-06-24,42.91,45.389998999999996,41.900002,44.91,43.961071000000004,55153000,1.9565798040525495
64,2019-07-01,46.630001,47.549999,43.560001,43.98,43.050715999999994,37522200,2.021145975443383
65,2019-07-08,43.16,46.549999,42.880001,46.509997999999996,45.52726,46509500,1.9456031367707216
66,2019-07-15,46.849998,48.639998999999996,45.5,47.810001,46.799793,45847200,1.9728089735869279
67,2019-07-22,49.32,52.419998,49.209998999999996,50.740002000000004,49.667889,56996300,1.9422546140222856
68,2019-07-29,50.459998999999996,51.049999,47.189999,47.549999,46.545284,36657500,2.0670873410533614
69,2019-08-05,46.200001,47.950001,44.970001,47.150002,46.15374,38505600,2.008483499109926
70,2019-08-12,46.98,48.25,44.619999,46.630001,45.644726,49246200,2.0111516403355854
71,2019-08-19,47.599998,47.93,44.82,45.119999,44.16663,37707500,2.0334663571246976
72,2019-08-26,46.0,48.09,45.049999,48.02,47.217548,31059600,1.939608475635152
73,2019-09-02,47.639998999999996,51.73,47.16,50.099998,49.262783,34702300,1.9584830721949333
74,2019-09-09,50.290001000000004,51.98,49.619999,51.349998,50.491898,34362700,1.975657253190156
75,2019-09-16,50.73,52.619999,50.279999,50.959998999999996,50.108421,35718600,2.0076530417514333
76,2019-09-23,50.849998,52.580002,49.150002,49.43,48.603984999999994,33021200,2.0309528424033987
77,2019-09-30,49.75,51.0,48.779999,50.880001,50.029755,31943800,1.9715015532330669
78,2019-10-07,50.82,52.389998999999996,49.080002,51.75,50.885212,29374000,1.9831884251207728
79,2019-10-14,51.810001,53.25,51.040001000000004,51.68,50.816383,31400300,2.0013544891640866
80,2019-10-21,52.189999,55.84,50.240002000000004,55.720001,54.788879,45895000,1.9274945992911952
81,2019-10-28,56.029999,57.290001000000004,53.560001,55.459998999999996,54.533221999999995,31996100,2.0046880996157252
82,2019-11-04,56.02,56.490002000000004,54.91,56.029999,55.093689000000005,19775100,1.9898268782764033
83,2019-11-11,55.77,62.919998,55.549999,62.060001,61.022926,53094400,1.9028359345337427
84,2019-11-18,61.889998999999996,63.07,55.439999,55.939999,55.005192,54900500,2.109402969420861
85,2019-11-25,56.619999,58.419998,56.560001,57.900002,57.129311,30055200,1.966148481307479
86,2019-12-02,58.139998999999996,58.139998999999996,54.950001,56.599998,55.846610999999996,31720000,2.0229682693628366
87,2019-12-09,57.119999,60.810001,56.459998999999996,59.869999,59.07309,35351300,1.9453816426487665
88,2019-12-16,61.0,61.98,59.880001,61.810001,60.987267,42469000,1.968613461112871
89,2019-12-23,61.950001,62.0,60.830002,61.169998,60.355785,13740100,2.010462694473196
90,2019-12-30,61.349998,62.650002,60.099998,61.209998999999996,60.395252,19507700,1.9993464956599658
91,2020-01-06,59.849998,62.849998,59.299999,61.470001,60.651793999999995,31090400,1.9957702619851918
92,2020-01-13,61.48,63.810001,61.34,62.849998,62.013424,30484800,1.9780430064611936
93,2020-01-20,62.740002000000004,64.93,61.610001000000004,62.0,61.174735999999996,25924300,2.01370964516129
94,2020-01-27,59.950001,62.029999,57.529999,57.990002000000004,57.21811700000001,41882300,2.069149816549411
95,2020-02-03,58.68,64.440002,58.66,61.709998999999996,60.888599,39388000,1.9397180836123495
96,2020-02-10,61.080002,69.440002,61.080002,66.849998,65.960175,52763800,1.9231114561888245
97,2020-02-17,64.230003,67.739998,63.630001,64.269997,63.414513,35905100,2.040143163535545
98,2020-02-24,61.130001,62.279999,54.080002,58.119999,57.52709599999999,62709200,2.105815521435229
99,2020-03-02,58.700001,61.380001,56.25,57.790001000000004,57.200462,51558600,2.005710295800133
