,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,2018-04-09,138.619995,143.33999599999999,137.970001,142.020004,137.868469,4176000,0.0
1,2018-04-16,143.139999,145.720001,142.25,144.03999299999998,139.829437,4080600,1.9859761934312228
2,2018-04-23,144.46000700000002,145.0,140.96000700000002,144.229996,140.01387,4476800,1.9986826388042056
3,2018-04-30,144.139999,144.610001,136.990005,139.490005,135.41243,4631800,2.033980864793861
4,2018-05-07,139.429993,144.929993,139.389999,144.08999599999999,140.266983,4288000,1.968075569937555
5,2018-05-14,144.380005,144.809998,138.929993,141.300003,137.551025,4395900,2.0197451729707323
6,2018-05-21,141.559998,143.610001,140.740005,142.220001,138.446609,3652900,1.9935311630324062
7,2018-05-28,140.850006,141.53999299999998,137.66000400000001,140.080002,136.363403,4009500,2.015276977223344
8,2018-06-04,140.740005,143.020004,140.0,142.970001,139.176697,3830000,1.9797859762202843
9,2018-06-11,143.100006,143.33999599999999,137.800003,139.529999,135.828003,5199900,2.024654210740731
10,2018-06-18,138.820007,140.300003,135.320007,137.139999,133.501404,4881300,2.0174274465322113
11,2018-06-25,137.119995,138.490005,134.820007,137.169998,133.530609,4801300,1.9997813005727387
12,2018-07-02,136.639999,140.419998,136.559998,139.619995,135.91558799999999,2736800,1.9824523915790142
13,2018-07-09,139.889999,144.360001,139.889999,144.199997,140.374069,3736800,1.968238543028541
14,2018-07-16,144.259995,147.649994,144.259995,146.16000400000001,142.282074,3245100,1.9865899907884512
15,2018-07-23,146.190002,148.279999,144.199997,144.5,140.666107,4858700,2.0114879169550175
16,2018-07-30,144.41000400000001,145.380005,139.949997,143.119995,139.32273899999998,4787500,2.0096422935174085
17,2018-08-06,143.190002,144.630005,141.139999,141.759995,138.384857,2856000,2.009593679796617
18,2018-08-13,141.809998,143.940002,139.78999299999998,143.449997,140.426376,3738100,1.9882188774113394
19,2018-08-20,143.46000700000002,145.509995,142.679993,145.440002,142.374435,4282300,1.9863173475478912
20,2018-08-27,145.699997,146.53999299999998,143.880005,145.559998,142.491898,2941900,1.9991756251604234
21,2018-09-03,145.360001,150.820007,144.83999599999999,150.020004,146.85789499999998,3592200,1.9702705913806005
22,2018-09-10,150.139999,152.009995,149.350006,151.970001,148.766785,3519700,1.9871685399278243
23,2018-09-17,152.309998,156.71000700000002,150.979996,156.470001,153.17193600000002,5646100,1.9712404935691155
24,2018-09-24,156.449997,158.770004,153.630005,153.779999,150.53866599999998,5042100,2.01749253490371
25,2018-10-01,154.53999299999998,158.0,153.860001,155.520004,152.241989,4475400,1.988811696532621
26,2018-10-08,155.220001,157.529999,146.229996,147.83999599999999,144.723846,4807100,2.0519481074661288
27,2018-10-15,147.679993,152.080002,147.0,151.100006,147.915146,3247400,1.978424818858048
28,2018-10-22,151.479996,153.970001,146.029999,152.309998,149.09964,6327300,1.9920557283442417
29,2018-10-29,155.0,159.720001,153.71000700000002,156.179993,152.88806200000002,7290100,1.975220929866478
30,2018-11-05,156.449997,165.429993,155.949997,164.53999299999998,161.478851,4623100,1.9491916837507097
31,2018-11-12,164.78999299999998,164.899994,160.149994,164.050003,160.997986,4971000,2.002986833227915
32,2018-11-19,164.169998,166.41000400000001,160.020004,161.25,158.25006100000002,3265000,2.0173643596899224
33,2018-11-26,162.279999,165.899994,159.83999599999999,165.110001,162.038254,6042900,1.9766216402603014
34,2018-12-03,166.21000700000002,166.550003,156.279999,158.729996,155.776962,3753900,2.0401940727069636
