,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,2018-04-09,169.199997,174.110001,167.990005,171.479996,158.509354,15432800,0.0
1,2018-04-16,172.75,176.16000400000001,170.570007,171.559998,158.58331299999998,13373900,1.9995336791738594
2,2018-04-23,171.619995,177.919998,170.33999599999999,177.46000700000002,164.037064,18759100,1.966753021710407
3,2018-04-30,177.91000400000001,178.740005,165.220001,167.979996,155.274094,20076700,2.0564353567433113
4,2018-05-07,168.580002,174.350006,167.08999599999999,173.889999,160.737091,16662500,1.9660129792743286
5,2018-05-14,174.100006,177.800003,170.619995,176.300003,162.964783,16002100,1.9863300966591588
6,2018-05-21,177.119995,180.259995,175.899994,178.240005,166.029694,11740000,1.9891157880072996
7,2018-05-28,176.990005,184.770004,175.770004,183.570007,170.994568,13941200,1.9709647448016931
8,2018-06-04,183.179993,185.970001,179.78999299999998,184.300003,171.674606,14087300,1.9960390885072312
9,2018-06-11,184.139999,186.740005,182.699997,185.009995,172.335938,15462700,1.996162412738836
10,2018-06-18,184.130005,188.08999599999999,182.380005,185.149994,172.46633899999998,20683900,1.9992438617092259
11,2018-06-25,185.009995,187.360001,181.699997,184.58999599999999,171.94468700000002,11996100,2.0030337397049407
12,2018-07-02,184.08999599999999,191.490005,182.699997,191.009995,177.924911,7970400,1.9663891986385318
13,2018-07-09,191.5,196.75,191.169998,195.91000400000001,182.489227,12737800,1.9749884697057123
14,2018-07-16,195.71000700000002,196.570007,189.490005,190.490005,177.440521,11399300,2.028452931165601
15,2018-07-23,190.110001,196.220001,189.16000400000001,192.440002,179.256943,13152700,1.9898669872181773
16,2018-07-30,191.5,198.41000400000001,189.940002,197.990005,184.426743,14723400,1.971968266781952
17,2018-08-06,197.440002,200.899994,192.259995,194.419998,181.10128799999998,11945100,2.018362344597905
18,2018-08-13,194.690002,198.509995,192.729996,197.419998,183.895767,9488800,1.984803971074906
19,2018-08-20,197.889999,198.75,195.600006,196.639999,184.415909,7833800,2.0039666344790814
20,2018-08-27,197.520004,200.690002,196.78999299999998,199.809998,187.38884,10427600,1.9841349330277256
21,2018-09-03,199.25,199.75,194.75,196.300003,184.097061,8503900,2.0178807689575025
22,2018-09-10,197.360001,204.419998,196.389999,200.580002,188.11099199999998,15114700,1.9786618857447213
23,2018-09-17,200.28999299999998,206.619995,199.199997,205.100006,192.350006,15676000,1.9779619509128636
24,2018-09-24,204.529999,210.190002,204.110001,207.28999299999998,194.403854,13170200,1.9894351532927113
25,2018-10-01,207.729996,209.33999599999999,200.809998,204.020004,191.337143,12649800,2.016027786177281
26,2018-10-08,203.369995,208.080002,192.380005,197.389999,185.11930800000002,16941600,2.0335883531769
27,2018-10-15,196.199997,205.119995,195.0,201.800003,189.255142,11938400,1.978146660384341
28,2018-10-22,201.16000400000001,201.800003,181.309998,185.979996,174.41859399999998,19123400,2.0850629494582846
29,2018-10-29,189.320007,195.350006,184.800003,187.059998,175.43145800000002,18934700,1.9942264406524797
30,2018-11-05,187.679993,198.279999,187.550003,193.16000400000001,181.152252,12911800,1.9684199323168372
31,2018-11-12,193.649994,195.240005,187.119995,194.179993,182.108826,13661000,1.994747198286283
32,2018-11-19,194.919998,198.679993,190.770004,192.570007,181.860001,9441500,2.008360523142111
33,2018-11-26,194.940002,208.990005,191.869995,208.25,196.667923,13616600,1.9247059159663866
34,2018-12-03,208.100006,208.300003,191.050003,191.440002,180.792847,14506100,2.087808179191306
35,2018-12-10,193.029999,199.440002,188.190002,192.070007,181.387802,13542500,1.996719919940441
36,2018-12-17,192.240005,194.449997,179.21000700000002,180.21000700000002,170.187408,21715100,2.065812105539733
37,2018-12-24,179.5,194.58999599999999,178.28999299999998,190.729996,180.122299,10688700,1.9448435525579315
38,2018-12-31,191.929993,196.520004,188.669998,195.440002,184.570374,13941200,1.9759005016792826
