,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,2018-04-09,84.370003,86.860001,83.629997,85.510002,83.763641,6582600,0.0
1,2018-04-16,86.5,88.93,84.760002,86.309998,84.547279,5163800,1.9907311317513876
2,2018-04-23,86.5,88.129997,84.290001,86.010002,84.25341800000001,5791100,2.003487919928196
3,2018-04-30,86.449997,92.779999,83.690002,92.589996,90.69901999999999,10495000,1.9289340718839647
4,2018-05-07,92.900002,96.839996,92.150002,96.220001,94.254898,8494500,1.9622739039464365
5,2018-05-14,96.059998,98.66999799999999,94.629997,97.339996,95.577446,6277200,1.9884939896648446
6,2018-05-21,98.099998,98.790001,96.739998,97.650002,95.881828,4987500,1.9968253354464858
7,2018-05-28,97.650002,99.279999,95.33000200000001,99.08000200000001,97.28595,6324200,1.985567218700702
8,2018-06-04,99.139999,101.220001,98.620003,100.809998,98.984612,5230000,1.9828390434051988
9,2018-06-11,101.07,102.980003,100.93,102.730003,100.86985,6997700,1.98131018257636
10,2018-06-18,101.720001,103.230003,95.400002,96.239998,94.49736,7233700,2.067435631077216
11,2018-06-25,95.790001,95.879997,90.129997,91.629997,89.970825,7114300,2.0503110460649694
12,2018-07-02,91.010002,94.410004,89.5,94.260002,92.553223,5767700,1.972098398639966
13,2018-07-09,94.699997,96.440002,92.300003,93.629997,91.93463100000001,5620300,2.0067286662414396
14,2018-07-16,93.599998,97.220001,92.129997,92.940002,91.257126,6865700,2.007424090651515
15,2018-07-23,92.489998,95.91999799999999,90.730003,93.610001,91.914978,8306400,1.9928426557756367
16,2018-07-30,94.370003,98.610001,92.400002,98.449997,96.667351,10428400,1.9508380279584978
17,2018-08-06,98.540001,98.769997,93.349998,94.529999,92.818336,6253000,2.041468296217796
18,2018-08-13,94.610001,94.639999,90.18,92.760002,91.285255,7820700,2.0190814678938884
19,2018-08-20,93.260002,95.0,87.83000200000001,88.470001,87.063469,8348500,2.048491024658178
20,2018-08-27,88.949997,92.879997,87.349998,88.010002,86.61077900000001,7652100,2.005226667305382
21,2018-09-03,87.809998,88.0,83.440002,84.33000200000001,82.989296,12889600,2.0436380874270585
22,2018-09-10,84.91999799999999,87.459999,84.190002,86.879997,85.49874100000001,8599900,1.9706492278078693
23,2018-09-17,86.959999,92.980003,84.629997,90.269997,88.834846,12038500,1.9624459940992354
24,2018-09-24,89.440002,89.5,83.040001,83.900002,82.56611600000001,9743100,2.075923657308137
25,2018-10-01,85.25,86.769997,78.550003,79.010002,77.75386800000001,11678400,2.061890898319431
26,2018-10-08,78.529999,80.059998,72.519997,74.019997,72.843193,17416000,2.0674142826566175
27,2018-10-15,73.870003,75.089996,72.790001,74.290001,73.108902,15814800,1.9963655404985121
28,2018-10-22,74.82,76.730003,71.660004,73.730003,72.557816,15209700,2.0075952526409093
29,2018-10-29,76.91999799999999,79.980003,72.959999,79.459999,78.196701,21027500,1.9278882950904643
30,2018-11-05,79.029999,79.120003,74.879997,75.620003,74.417763,11427800,2.0507801619632304
31,2018-11-12,75.739998,76.440002,72.489998,74.18,73.212303,8956700,2.019412280938258
32,2018-11-19,74.160004,74.33000200000001,70.410004,72.989998,72.03782700000001,8059700,2.01630363108107
33,2018-11-26,73.66999799999999,74.480003,70.559998,71.900002,70.96204399999999,9279800,2.0151598883126596
34,2018-12-03,74.489998,76.650002,66.940002,67.089996,66.214798,9585900,2.0716948321177426
35,2018-12-10,66.790001,68.519997,64.889999,65.949997,65.089668,10833500,2.0172858082161853
36,2018-12-17,65.08000200000001,66.690002,61.439999,61.439999,60.638504000000005,14408900,2.073404916559325
37,2018-12-24,61.25,62.209998999999996,58.799999,61.380001,60.579285,6237400,2.0009774845067207
38,2018-12-31,61.5,63.009997999999996,58.91,62.619999,61.803104000000005,8535800,1.980198051424434
39,2019-01-07,62.799999,70.91999799999999,62.18,69.43,68.52426899999999,12944800,1.9019155840414805
40,2019-01-14,69.120003,73.470001,68.480003,72.93,71.978615,10353100,1.9520087755381874
41,2019-01-21,72.379997,73.489998,69.360001,73.0,72.047699,6604400,1.999041095890411
42,2019-01-28,72.41999799999999,79.720001,71.82,78.019997,77.002205,14041400,1.9356575596894727
43,2019-02-04,78.08000200000001,79.040001,73.629997,75.690002,74.702614,10749500,2.030783391972958
44,2019-02-11,75.699997,81.18,75.459999,80.949997,80.118263,9437300,1.9350216776413223
45,2019-02-18,80.739998,82.410004,80.699997,82.360001,81.513779,4270200,1.982879990494415
46,2019-02-25,83.029999,84.82,82.010002,84.269997,83.404152,6931300,1.9773348039872363
47,2019-03-04,84.459999,84.959999,80.839996,81.790001,80.949646,8953100,2.0303215059258894
48,2019-03-11,81.989998,83.43,80.66999799999999,81.959999,81.117889,7417400,1.997925841848778
49,2019-03-18,81.75,83.599998,77.58000200000001,77.610001,76.812584,8888400,2.0560494516679624
50,2019-03-25,77.599998,79.959999,77.110001,79.489998,78.673264,6326300,1.9763492634633102
51,2019-04-01,80.68,87.25,80.389999,86.940002,86.046722,5831100,1.914308674619078
52,2019-04-08,87.0,91.220001,86.730003,90.790001,89.85717,5894600,1.9575944602093351
53,2019-04-15,90.68,91.32,89.360001,90.339996,89.411789,4588700,2.0049812377675997
54,2019-04-22,89.75,90.529999,85.16999799999999,86.510002,85.62114,6235100,2.04427226807832
55,2019-04-29,86.150002,86.639999,74.019997,80.18,79.356186,8270700,2.0789473933649285
56,2019-05-06,77.900002,80.839996,75.75,77.230003,76.436493,9133500,2.038197551280686
57,2019-05-13,75.339996,75.620003,72.610001,73.650002,73.095039,8688500,2.0486082946745876
58,2019-05-20,72.779999,73.660004,66.91999799999999,67.809998,67.299049,9983700,2.086123052237813
59,2019-05-27,68.449997,69.660004,63.360001000000004,64.040001,63.557453,8739800,2.0588694088246497
60,2019-06-03,64.199997,74.300003,64.099998,73.400002,72.84693100000001,11576900,1.8724795538833907
61,2019-06-10,74.75,77.550003,74.239998,75.33000200000001,74.762383,5854700,1.9743793979986883
62,2019-06-17,75.139999,78.75,74.550003,78.41999799999999,77.829102,6001400,1.9605968365365174
63,2019-06-24,78.16999799999999,82.510002,77.110001,80.83000200000001,80.22094,11017000,1.9701842887496153
64,2019-07-01,82.5,82.989998,78.559998,79.190002,78.5933,3746100,2.0207096850433217
65,2019-07-08,78.720001,80.5,74.910004,80.199997,79.59568,5833100,1.9874065456635865
66,2019-07-15,80.230003,81.989998,77.709999,80.089996,79.48650400000001,5969900,2.001373467417828
67,2019-07-22,80.389999,83.68,79.91999799999999,82.400002,81.779114,7192700,1.97196594728238
68,2019-07-29,82.32,88.980003,79.989998,83.25,82.622704,9322200,1.989789813813814
69,2019-08-05,81.139999,85.720001,80.769997,83.540001,82.910522,7124500,1.9965285971207973
