,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,0,2018-04-09,148.259995,150.429993,148.009995,148.25,141.536057,1465800,0.0
1,1,2018-04-10,149.990005,152.740005,149.839996,152.050003,145.163971,2257400,1.975008201742686
2,2,2018-04-11,149.399994,149.869995,148.160004,148.399994,142.929489,1734900,2.024595748972874
3,3,2018-04-12,149.179993,151.130005,148.929993,150.089996,144.55719,2005600,1.9887400756543427
4,4,2018-04-13,151.0,151.410004,149.46000700000005,150.130005,144.59573400000005,1607800,1.999733504305152
5,5,2018-04-16,151.449997,152.050003,150.479996,151.419998,145.838165,2151600,1.9914806959646112
6,6,2018-04-17,152.649994,154.589996,152.080002,154.240005,148.554214,2702300,1.9817167601881236
7,7,2018-04-18,154.350006,155.699997,153.339996,155.520004,149.787018,1975700,1.9917695539668323
8,8,2018-04-19,155.0,155.21000700000005,153.619995,154.589996,148.89129599999995,1512900,2.006015964965805
9,9,2018-04-20,154.020004,154.75,151.910004,152.410004,146.79168700000002,2302000,2.014303470525465
10,10,2018-04-23,153.229996,153.46000700000005,152.110001,153.03999299999995,147.398438,1533000,1.9958835008571911
11,11,2018-04-24,153.570007,154.339996,149.850006,151.070007,145.501068,1922600,2.013040219161438
12,12,2018-04-25,151.5,151.5,148.429993,150.089996,144.55719,2040200,2.006529489147298
13,13,2018-04-26,150.929993,153.130005,150.600006,152.28999299999995,146.676086,1634600,1.9855538965058595
14,14,2018-04-27,152.28999299999995,152.970001,151.190002,152.389999,146.772415,1179500,1.9993437495855617
15,15,2018-04-30,153.169998,153.259995,151.179993,151.199997,145.626266,1504700,2.007870383754042
16,16,2018-05-01,151.089996,151.949997,150.119995,151.919998,146.319717,1204800,1.9952606568623048
17,17,2018-05-02,151.720001,152.089996,150.410004,150.71000700000005,145.154327,1642100,2.0080286042319666
18,18,2018-05-03,150.300003,152.03999299999995,149.139999,151.729996,146.136719,1725000,1.9932776047789524
19,19,2018-05-04,150.71000700000005,153.96000700000005,150.350006,153.440002,147.783676,1504100,1.9888555397698704
20,20,2018-05-07,152.949997,153.080002,151.839996,152.300003,146.685715,2057000,2.0074852198131605
21,21,2018-05-08,151.350006,152.5,151.029999,151.940002,146.339005,1770100,2.002369362875222
22,22,2018-05-09,152.899994,154.979996,152.199997,154.619995,148.92021200000005,1515300,1.9826672287759417
23,23,2018-05-10,154.990005,157.0,154.429993,156.53999299999995,150.769409,1299400,1.9877347765053244
24,24,2018-05-11,156.53999299999995,157.619995,155.820007,157.080002,151.28951999999995,1211600,1.996562204016269
25,25,2018-05-14,157.320007,157.649994,155.309998,155.570007,149.835175,1636700,2.009706208986672
26,26,2018-05-15,154.729996,154.800003,153.380005,154.070007,148.390457,1774500,2.009735833918668
27,27,2018-05-16,154.5,155.050003,153.660004,154.080002,148.400101,1946900,1.999935131101569
28,28,2018-05-17,154.410004,155.720001,153.820007,154.929993,149.218765,1615300,1.9945137091692764
29,29,2018-05-18,155.0,155.929993,154.619995,155.309998,149.58476299999995,1517400,1.9975532483105178
30,30,2018-05-21,156.020004,157.419998,156.020004,156.940002,151.154694,1653000,1.9896138398163141
31,31,2018-05-22,156.970001,157.429993,155.149994,155.330002,149.604019,1757100,2.010365029159016
32,32,2018-05-23,155.28999299999995,156.059998,154.089996,155.309998,149.58476299999995,1738000,2.0001288004652475
33,33,2018-05-24,155.830002,156.050003,154.690002,155.589996,149.854446,1911100,1.9982004112912244
34,34,2018-05-25,155.389999,156.479996,155.050003,155.990005,150.2397,1314900,1.9974356754460008
35,35,2018-05-29,154.96000700000005,155.240005,152.660004,153.53999299999995,147.880005,2047300,2.015956832823355
36,36,2018-05-30,154.800003,156.53999299999995,154.529999,156.029999,150.278229,1577800,1.9840414919184866
37,37,2018-05-31,156.0,156.779999,154.910004,155.740005,149.998917,2767100,2.0018620392364825
38,38,2018-06-01,156.940002,159.279999,156.559998,158.889999,153.032791,1808800,1.9801750014486437
39,39,2018-06-04,158.649994,160.0,158.059998,159.429993,153.552872,1481800,1.9966129710612228
40,40,2018-06-05,159.160004,160.360001,159.050003,159.919998,154.024826,1756500,1.9969359366800392
41,41,2018-06-06,160.570007,162.75,160.160004,162.71000700000005,156.71196,1771300,1.9828528739476974
42,42,2018-06-07,162.740005,162.850006,159.600006,160.610001,154.689392,1841800,2.013075188263027
43,43,2018-06-08,160.71000700000005,162.330002,160.610001,162.169998,156.191895,1725200,1.9903804833246652
44,44,2018-06-11,161.529999,163.630005,161.529999,162.75,156.750488,1978400,1.9964362396313362
45,45,2018-06-12,163.440002,164.009995,162.449997,162.839996,156.83715800000004,2881300,1.999447334793597
46,46,2018-06-13,163.089996,164.25,162.610001,163.020004,157.010559,2357600,1.9988957919544648
47,47,2018-06-14,163.330002,163.949997,162.139999,162.759995,156.76011699999995,1914400,2.0015974994346735
48,48,2018-06-15,161.839996,163.699997,160.639999,163.479996,157.453583,8561500,1.995595785309415
49,49,2018-06-18,162.0,162.979996,160.860001,162.880005,156.875702,1789800,2.0036836381482184
50,50,2018-06-19,162.119995,163.339996,161.300003,163.309998,157.289841,2574400,1.9973670136227668
51,51,2018-06-20,163.0,163.369995,161.660004,161.770004,155.806625,2026800,2.0095196511214777
52,52,2018-06-21,161.369995,161.929993,159.630005,160.029999,154.130768,2034200,2.0108729926318376
53,53,2018-06-22,160.5,160.5,158.440002,159.630005,153.745514,3623900,2.002505756984722
54,54,2018-06-25,157.990005,158.059998,155.350006,156.160004,150.403427,3134500,2.022220805014836
55,55,2018-06-26,156.529999,157.589996,156.160004,156.860001,151.077621,2164000,1.995537441058667
56,56,2018-06-27,157.160004,158.699997,155.300003,155.339996,149.613632,3191900,2.0097850202081893
57,57,2018-06-28,160.490005,165.559998,159.699997,164.5,158.43598899999995,5801100,1.9443160851063832
58,58,2018-06-29,164.190002,165.559998,163.029999,163.589996,157.55955500000005,3370000,2.0055627117932078
59,59,2018-07-02,161.899994,163.419998,161.300003,163.229996,157.212799,2279400,2.002205476988433
60,60,2018-07-03,163.910004,165.419998,163.020004,163.339996,157.318756,1919100,1.9993265580831776
61,61,2018-07-05,163.699997,164.850006,163.160004,164.800003,158.72491499999995,2427900,1.991140734384574
62,62,2018-07-06,164.770004,165.169998,163.009995,164.509995,158.44563300000004,1840400,2.0017628594542236
63,63,2018-07-09,165.0,166.259995,165.0,166.130005,160.00589,1651600,1.9902485405932537
